Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID
12/20/2016,89030,Fun Fly,1,4.95,0,2.99,2
10/16/2016,89419,Majestic Beaut,6,197.7,0.1,120.54,7
10/4/2016,89115,Fun Fly,4,19.8,0.1,8.04,5
11/25/2016,89419,Bellen,1,24.95,0,12.29,4
10/15/2016,89115,Yanaki,1,28.75,0,15.86,5
11/25/2016,89419,Fun Fly,12,59.4,0.1875,21.12,3
11/30/2016,89115,Fun Fly,12,59.4,0.1875,17.64,8
12/21/2016,89030,Bellen,1,24.95,0,13.98,7
10/5/2016,89030,Bellen,2,49.9,0,28.78,3
10/25/2016,89115,Fun Fly,12,59.4,0.1875,23.16,8
11/15/2016,89419,Fun Fly,1,4.95,0,1.63,7
10/27/2016,89419,Carlota,12,335.4,0.1875,151.8,8
11/11/2016,89419,Fun Fly,2,9.9,0,7.5,5
12/17/2016,89030,Quad,1,43.96,0,22.78,2
10/19/2016,89419,Bellen,12,299.4,0.1875,161.76,4
11/9/2016,89030,Fun Fly,12,59.4,0.1875,43.56,2
11/12/2016,89030,Fun Fly,2,9.9,0,6.7,4
10/21/2016,89419,Yanaki,1,28.75,0,14.37,7
10/15/2016,89419,Quad,1,43.96,0,21.33,1
10/7/2016,89419,Quad,12,527.52,0.1875,259.56,4
11/29/2016,89030,Fun Fly,12,59.4,0.1875,46.68,3
11/29/2016,89419,Aspen,1,27.95,0,11.4,5
11/29/2016,89115,Bellen,2,49.9,0,25.98,6
10/24/2016,89115,Fun Fly,3,14.85,0,4.95,4
12/13/2016,89419,Fun Fly,12,59.4,0.1875,48.48,4
10/5/2016,89115,Quad,1,43.96,0,20.56,4
11/22/2016,89030,Bellen,1,24.95,0,12.67,2
12/21/2016,89115,Quad,1,43.96,0,20.59,2
10/14/2016,89030,Bellen,1,24.95,0,12.58,6
12/8/2016,89115,Fun Fly,1,4.95,0,2.48,7
11/5/2016,89115,Majestic Beaut,1,32.95,0,20.57,3
11/14/2016,89419,Fun Fly,6,29.7,0.1,11.4,1
11/20/2016,89115,Quad,1,43.96,0,21.87,3
12/20/2016,89115,Majestic Beaut,1,32.95,0,18.86,7
10/2/2016,89115,Aspen,1,27.95,0,10.47,4
10/29/2016,89419,Majestic Beaut,1,32.95,0,19.38,4
12/20/2016,89419,Majestic Beaut,3,98.85,0,57.75,4
10/20/2016,89030,Majestic Beaut,12,395.4,0.1875,220.08,3
11/24/2016,89419,Carlota,1,27.95,0,11.36,4
10/26/2016,89115,Bellen,1,24.95,0,13.43,3
11/19/2016,89419,Aspen,1,27.95,0,11.91,7
12/16/2016,89115,Aspen,2,55.9,0,21.3,3
12/22/2016,89419,Bellen,3,74.85,0,37.74,4
10/17/2016,89419,Quad,2,87.92,0,45.34,4
12/9/2016,89030,Yanaki,2,57.5,0,28.94,3
10/6/2016,89419,Yanaki,1,28.75,0,16.01,3
10/8/2016,89030,Fun Fly,12,59.4,0.1875,19.68,4
12/4/2016,89419,Bellen,1,24.95,0,13.73,3
12/5/2016,89030,Fun Fly,1,4.95,0,2.64,5
10/10/2016,89419,Majestic Beaut,1,32.95,0,18.06,4
12/1/2016,89030,Fun Fly,1,4.95,0,4.04,6
12/21/2016,89030,Fun Fly,1,4.95,0,2.15,7
12/5/2016,89115,Quad,1,43.96,0,21.19,8
12/6/2016,89030,Aspen,1,27.95,0,11.15,3
12/18/2016,89115,Bellen,1,24.95,0,13.44,4
11/10/2016,89030,Quad,1,43.96,0,23.02,4
10/26/2016,89419,Yanaki,1,28.75,0,14.2,1
11/15/2016,89115,Fun Fly,1,4.95,0,2.87,6
11/9/2016,89419,Aspen,1,27.95,0,10.35,4
10/8/2016,89030,Yanaki,1,28.75,0,16.05,3
12/7/2016,89115,Yanaki,6,172.5,0.1,86.1,7
11/11/2016,89419,Quad,4,175.84,0.1,90.2,4
11/23/2016,89419,Quad,12,527.52,0.1875,244.56,3
10/9/2016,89030,Quad,1,43.96,0,21.6,7
11/1/2016,89115,Fun Fly,12,59.4,0.1875,26.28,1
11/13/2016,89419,Bellen,1,24.95,0,11.95,3
11/30/2016,89030,Quad,1,43.96,0,22.53,3
12/14/2016,89419,Fun Fly,2,9.9,0,7.68,4
10/13/2016,89030,Bellen,1,24.95,0,13.41,7
10/4/2016,89115,Carlota,1,27.95,0,11.47,2
12/15/2016,89419,Aspen,1,27.95,0,11.11,1
10/23/2016,89419,Majestic Beaut,1,32.95,0,19.31,5
11/30/2016,89115,Bellen,2,49.9,0,26.54,7
12/19/2016,89115,Carlota,1,27.95,0,12.05,4
12/15/2016,89115,Quad,1,43.96,0,21.74,6
10/12/2016,89030,Quad,1,43.96,0,22.23,3
12/10/2016,89419,Bellen,1,24.95,0,11.77,6
12/22/2016,89419,Quad,1,43.96,0,20.87,7
11/4/2016,89030,Fun Fly,1,4.95,0,2.48,3
11/6/2016,89419,Fun Fly,1,4.95,0,3.24,4
12/14/2016,89115,Yanaki,12,345,0.1875,164.76,4
12/2/2016,89030,Aspen,1,27.95,0,10.47,6
12/2/2016,89030,Bellen,1,24.95,0,11.82,8
11/13/2016,89115,Quad,1,43.96,0,21.98,3
12/2/2016,89030,Majestic Beaut,12,395.4,0.1875,226.32,4
10/9/2016,89115,Fun Fly,6,29.7,0.1,24.12,3
10/3/2016,89419,Aspen,12,335.4,0.1875,144.12,2
12/23/2016,89030,Yanaki,1,28.75,0,15.55,7
10/2/2016,89115,Fun Fly,1,4.95,0,1.48,1
11/5/2016,89115,Aspen,6,167.7,0.1,75.96,5
12/6/2016,89419,Bellen,1,24.95,0,14.1,3
12/4/2016,89419,Aspen,3,83.85,0,36.72,3
12/18/2016,89115,Bellen,1,24.95,0,12.89,3
11/19/2016,89030,Fun Fly,6,29.7,0.1,20.7,3
11/5/2016,89115,Aspen,12,335.4,0.1875,126.84,4
12/1/2016,89115,Carlota,6,167.7,0.1,69.12,4
11/11/2016,89115,Fun Fly,12,59.4,0.1875,17.76,4
10/16/2016,89030,Quad,1,43.96,0,20.36,3
12/1/2016,89419,Aspen,12,335.4,0.1875,129.12,7
12/5/2016,89115,Fun Fly,1,4.95,0,3.93,4
11/22/2016,89030,Yanaki,1,28.75,0,15.84,1
11/23/2016,89419,Quad,1,43.96,0,20.54,1
10/8/2016,89115,Carlota,1,27.95,0,11.66,3
11/20/2016,89115,Quad,1,43.96,0,22.51,4
11/9/2016,89419,Yanaki,6,172.5,0.1,88.26,4
11/17/2016,89419,Yanaki,1,28.75,0,14.06,4
12/10/2016,89115,Yanaki,1,28.75,0,14.11,3
12/4/2016,89030,Quad,1,43.96,0,21.89,1
10/18/2016,89115,Majestic Beaut,1,32.95,0,20.47,4
10/17/2016,89115,Aspen,12,335.4,0.1875,130.32,3
10/24/2016,89030,Fun Fly,1,4.95,0,3.32,1
11/2/2016,89030,Bellen,1,24.95,0,13.93,4
11/19/2016,89115,Carlota,1,27.95,0,11.5,4
11/7/2016,89030,Quad,1,43.96,0,20.44,1
11/21/2016,89030,Carlota,1,27.95,0,13.47,7
11/24/2016,89115,Quad,12,527.52,0.1875,276.36,3
11/20/2016,89030,Yanaki,6,172.5,0.1,96.9,7
12/24/2016,89419,Quad,1,43.96,0,20.61,7
11/23/2016,89030,Quad,1,43.96,0,21.38,8
12/6/2016,89419,Fun Fly,1,4.95,0,1.98,6
12/15/2016,89419,Quad,6,263.76,0.1,129.48,7
11/11/2016,89419,Fun Fly,1,4.95,0,2.55,7
12/13/2016,89419,Quad,1,43.96,0,22.95,4
11/16/2016,89419,Carlota,1,27.95,0,12.18,6
11/29/2016,89030,Yanaki,1,28.75,0,13.69,4
12/12/2016,89030,Quad,4,175.84,0.1,90.04,5
12/7/2016,89115,Fun Fly,1,4.95,0,2.07,3
11/8/2016,89030,Fun Fly,6,29.7,0.1,20.88,4
11/6/2016,89030,Aspen,1,27.95,0,12.66,4
10/23/2016,89115,Bellen,6,149.7,0.1,71.94,5
11/16/2016,89419,Yanaki,1,28.75,0,14.28,5
12/22/2016,89115,Fun Fly,12,59.4,0.1875,28.2,6
11/21/2016,89419,Yanaki,1,28.75,0,15.71,7
10/9/2016,89115,Yanaki,1,28.75,0,13.64,6
12/8/2016,89030,Yanaki,1,28.75,0,15.93,7
11/8/2016,89419,Quad,6,263.76,0.1,134.46,4
10/14/2016,89115,Aspen,12,335.4,0.1875,149.52,7
10/11/2016,89419,Yanaki,1,28.75,0,14.33,1
12/8/2016,89115,Yanaki,1,28.75,0,14.49,3
12/9/2016,89030,Bellen,1,24.95,0,13.29,4
11/5/2016,89115,Aspen,1,27.95,0,11.88,1
10/13/2016,89030,Aspen,1,27.95,0,11.9,3
10/16/2016,89419,Fun Fly,1,4.95,0,1.9,4
12/20/2016,89115,Bellen,1,24.95,0,13.96,8
10/24/2016,89030,Majestic Beaut,4,131.8,0.1,79.16,8
10/29/2016,89115,Fun Fly,1,4.95,0,1.49,4
11/14/2016,89030,Aspen,1,27.95,0,11.58,5
11/30/2016,89030,Fun Fly,1,4.95,0,1.89,4
11/10/2016,89030,Carlota,1,27.95,0,12.87,4
12/5/2016,89030,Fun Fly,1,4.95,0,3.51,3
12/9/2016,89419,Yanaki,1,28.75,0,14.59,4
10/6/2016,89419,Quad,1,43.96,0,21.44,4
12/9/2016,89115,Carlota,1,27.95,0,11.55,7
12/12/2016,89030,Aspen,1,27.95,0,10.98,7
11/24/2016,89115,Fun Fly,1,4.95,0,3.78,3
11/5/2016,89030,Fun Fly,2,9.9,0,6.8,6
11/27/2016,89419,Aspen,2,55.9,0,25.84,2
11/22/2016,89115,Fun Fly,1,4.95,0,3.75,4
10/16/2016,89115,Fun Fly,4,19.8,0.1,12.28,1
10/8/2016,89115,Majestic Beaut,1,32.95,0,19.82,1
11/15/2016,89115,Quad,1,43.96,0,21.4,4
11/16/2016,89115,Quad,1,43.96,0,21.56,8
11/6/2016,89419,Aspen,4,111.8,0.1,47.8,4
11/4/2016,89030,Bellen,1,24.95,0,14.07,3
10/7/2016,89419,Yanaki,1,28.75,0,15.52,6
10/21/2016,89419,Aspen,1,27.95,0,11.56,1
12/4/2016,89030,Aspen,12,335.4,0.1875,125.88,5
10/3/2016,89115,Quad,1,43.96,0,21.94,4
10/22/2016,89030,Bellen,12,299.4,0.1875,157.92,2
12/16/2016,89419,Yanaki,1,28.75,0,15.95,1
12/7/2016,89419,Aspen,6,167.7,0.1,62.46,4
11/30/2016,89419,Bellen,1,24.95,0,13.07,4
12/9/2016,89115,Bellen,6,149.7,0.1,80.16,4
11/18/2016,89115,Bellen,12,299.4,0.1875,141.48,3
12/14/2016,89419,Quad,1,43.96,0,22.03,4
11/10/2016,89419,Fun Fly,1,4.95,0,2.62,6
12/5/2016,89419,Majestic Beaut,12,395.4,0.1875,242.28,4
11/12/2016,89419,Yanaki,1,28.75,0,15.3,4
11/18/2016,89115,Yanaki,1,28.75,0,13.9,4
11/24/2016,89115,Fun Fly,1,4.95,0,1.61,7
12/18/2016,89115,Yanaki,3,86.25,0,47.34,4
11/30/2016,89419,Fun Fly,1,4.95,0,2.24,7
12/18/2016,89419,Majestic Beaut,6,197.7,0.1,123.18,7
11/15/2016,89030,Aspen,1,27.95,0,10.84,7
10/4/2016,89030,Bellen,2,49.9,0,24.56,7
11/15/2016,89115,Majestic Beaut,1,32.95,0,18.55,5
10/21/2016,89419,Bellen,1,24.95,0,13.58,3
11/26/2016,89030,Bellen,6,149.7,0.1,78.78,3
11/26/2016,89115,Quad,1,43.96,0,20.62,7
12/22/2016,89419,Fun Fly,6,29.7,0.1,19.56,2
11/22/2016,89115,Fun Fly,2,9.9,0,5.34,7
10/2/2016,89115,Quad,1,43.96,0,22.78,6
12/3/2016,89419,Carlota,6,167.7,0.1,71.52,4
11/29/2016,89030,Bellen,1,24.95,0,13.99,4
12/9/2016,89115,Bellen,3,74.85,0,41.37,3
10/5/2016,89419,Bellen,1,24.95,0,13.15,5
10/29/2016,89419,Fun Fly,1,4.95,0,2.83,3
12/18/2016,89030,Aspen,6,167.7,0.1,68.04,4
10/26/2016,89419,Yanaki,4,115,0.1,58.44,4
10/4/2016,89419,Fun Fly,1,4.95,0,2.86,2
11/19/2016,89030,Aspen,1,27.95,0,12.49,3
12/6/2016,89115,Bellen,6,149.7,0.1,84.72,4
12/23/2016,89419,Aspen,1,27.95,0,11.47,1
11/8/2016,89115,Fun Fly,2,9.9,0,4.84,1
11/15/2016,89419,Fun Fly,1,4.95,0,3.35,7
11/13/2016,89419,Bellen,1,24.95,0,13.8,4
12/9/2016,89030,Bellen,1,24.95,0,14.05,6
12/22/2016,89419,Yanaki,6,172.5,0.1,83.7,4
12/4/2016,89030,Bellen,1,24.95,0,12.12,6
11/30/2016,89419,Fun Fly,1,4.95,0,3.11,3
11/11/2016,89030,Fun Fly,1,4.95,0,3.46,3
10/1/2016,89419,Aspen,12,335.4,0.1875,136.8,7
10/28/2016,89419,Quad,1,43.96,0,21.99,3
10/5/2016,89419,Fun Fly,1,4.95,0,3.7,6
11/22/2016,89030,Quad,4,175.84,0.1,83.56,3
10/22/2016,89030,Aspen,1,27.95,0,12.37,3
10/24/2016,89030,Quad,1,43.96,0,22.85,6
11/13/2016,89115,Quad,1,43.96,0,22.71,3
12/13/2016,89115,Quad,1,43.96,0,21.21,7
11/5/2016,89030,Quad,12,527.52,0.1875,267.12,6
12/23/2016,89115,Bellen,1,24.95,0,13.66,4
11/1/2016,89115,Bellen,1,24.95,0,11.83,5
12/4/2016,89115,Bellen,1,24.95,0,12.12,4
10/6/2016,89419,Yanaki,1,28.75,0,15.85,7
12/14/2016,89115,Fun Fly,6,29.7,0.1,23.7,8
10/28/2016,89419,Bellen,12,299.4,0.1875,149.16,3
10/23/2016,89419,Bellen,1,24.95,0,12.21,7
12/18/2016,89030,Majestic Beaut,1,32.95,0,18.86,4
12/22/2016,89115,Quad,1,43.96,0,21.83,7
11/2/2016,89419,Quad,12,527.52,0.1875,255.96,6
12/16/2016,89115,Majestic Beaut,6,197.7,0.1,117.96,4
11/24/2016,89419,Aspen,1,27.95,0,12.77,1
10/1/2016,89419,Quad,1,43.96,0,22.26,1
12/3/2016,89419,Fun Fly,1,4.95,0,4.09,7
12/5/2016,89030,Fun Fly,1,4.95,0,3.17,4
11/15/2016,89030,Fun Fly,1,4.95,0,2.29,6
12/4/2016,89030,Fun Fly,3,14.85,0,11.13,6
11/18/2016,89030,Bellen,12,299.4,0.1875,150.48,4
11/1/2016,89115,Fun Fly,1,4.95,0,2.99,5
10/3/2016,89030,Fun Fly,12,59.4,0.1875,19.08,3
11/30/2016,89419,Yanaki,1,28.75,0,14.39,6
10/28/2016,89030,Bellen,1,24.95,0,13.93,3
11/4/2016,89115,Bellen,2,49.9,0,28.74,1
12/10/2016,89030,Carlota,12,335.4,0.1875,134.04,3
12/13/2016,89419,Fun Fly,1,4.95,0,4.11,5
11/29/2016,89030,Aspen,1,27.95,0,11.48,8
10/1/2016,89030,Bellen,1,24.95,0,13.67,3
10/5/2016,89419,Aspen,1,27.95,0,10.96,3
11/2/2016,89115,Aspen,1,27.95,0,10.81,3
12/1/2016,89030,Fun Fly,1,4.95,0,1.63,8
12/16/2016,89419,Aspen,12,335.4,0.1875,148.08,1
10/17/2016,89030,Yanaki,1,28.75,0,13.72,2
11/25/2016,89419,Yanaki,1,28.75,0,15.92,4
10/31/2016,89419,Yanaki,6,172.5,0.1,82.74,3
11/18/2016,89030,Fun Fly,2,9.9,0,5.3,5
10/18/2016,89030,Aspen,1,27.95,0,12.07,4
11/13/2016,89030,Carlota,1,27.95,0,11.93,4
11/1/2016,89115,Bellen,6,149.7,0.1,81.12,4
11/12/2016,89419,Fun Fly,1,4.95,0,4.03,3
12/4/2016,89030,Bellen,1,24.95,0,13.82,1
10/7/2016,89115,Fun Fly,12,59.4,0.1875,22.8,4
10/12/2016,89030,Bellen,1,24.95,0,12.23,8
11/24/2016,89030,Bellen,1,24.95,0,14.41,7
10/27/2016,89115,Aspen,2,55.9,0,24.34,6
11/1/2016,89419,Fun Fly,1,4.95,0,3.12,1
10/29/2016,89115,Fun Fly,6,29.7,0.1,14.28,7
10/9/2016,89419,Fun Fly,1,4.95,0,3.7,3
11/22/2016,89030,Bellen,12,299.4,0.1875,142.2,3
12/4/2016,89115,Bellen,2,49.9,0,26.2,1
11/22/2016,89419,Aspen,1,27.95,0,12.24,3
12/16/2016,89030,Fun Fly,1,4.95,0,2.12,7
12/1/2016,89030,Fun Fly,6,29.7,0.1,18.24,3
12/21/2016,89030,Fun Fly,1,4.95,0,4.01,1
11/9/2016,89030,Fun Fly,1,4.95,0,2.97,4
12/8/2016,89115,Majestic Beaut,1,32.95,0,19.56,7
12/3/2016,89419,Fun Fly,12,59.4,0.1875,44.4,8
10/25/2016,89115,Bellen,12,299.4,0.1875,141.48,4
10/8/2016,89115,Yanaki,6,172.5,0.1,83.16,4
11/2/2016,89115,Carlota,6,167.7,0.1,71.04,3
11/14/2016,89115,Bellen,6,149.7,0.1,86.52,3
10/14/2016,89030,Carlota,1,27.95,0,11.89,4
11/18/2016,89419,Majestic Beaut,1,32.95,0,18.72,4
10/9/2016,89030,Bellen,1,24.95,0,12.34,4
11/22/2016,89115,Majestic Beaut,1,32.95,0,18.95,7
11/18/2016,89030,Bellen,1,24.95,0,11.94,7
10/27/2016,89030,Fun Fly,1,4.95,0,4.12,1
11/2/2016,89030,Aspen,1,27.95,0,11.61,7
10/3/2016,89115,Aspen,1,27.95,0,11.11,1
12/1/2016,89030,Quad,12,527.52,0.1875,257.52,4
11/6/2016,89030,Aspen,1,27.95,0,12.85,3
12/16/2016,89115,Quad,1,43.96,0,21.33,4
10/22/2016,89419,Quad,1,43.96,0,20.94,7
10/5/2016,89115,Bellen,1,24.95,0,13.54,6
11/1/2016,89419,Quad,12,527.52,0.1875,259.08,7
10/16/2016,89115,Fun Fly,1,4.95,0,3.26,1
10/25/2016,89030,Fun Fly,6,29.7,0.1,12.78,6
10/16/2016,89419,Yanaki,1,28.75,0,14.23,4
11/20/2016,89419,Aspen,1,27.95,0,11.33,6
12/17/2016,89419,Carlota,1,27.95,0,11.8,4
10/15/2016,89419,Aspen,1,27.95,0,12.81,6
11/16/2016,89419,Bellen,1,24.95,0,13.33,3
10/7/2016,89115,Aspen,1,27.95,0,12.04,4
12/5/2016,89030,Fun Fly,12,59.4,0.1875,41.64,7
10/21/2016,89115,Yanaki,6,172.5,0.1,88.32,6
11/6/2016,89419,Fun Fly,1,4.95,0,2.8,3
12/6/2016,89419,Bellen,1,24.95,0,12.32,6
12/19/2016,89419,Aspen,1,27.95,0,11.34,4
10/28/2016,89115,Aspen,6,167.7,0.1,70.02,1
10/2/2016,89419,Bellen,1,24.95,0,13.47,4
10/3/2016,89115,Fun Fly,6,29.7,0.1,11.16,8
10/1/2016,89030,Bellen,12,299.4,0.1875,167.64,6
10/26/2016,89115,Majestic Beaut,1,32.95,0,18.83,4
11/2/2016,89115,Yanaki,1,28.75,0,14.12,4
11/7/2016,89030,Yanaki,1,28.75,0,14.11,3
11/4/2016,89115,Bellen,1,24.95,0,13.82,3
10/1/2016,89030,Fun Fly,3,14.85,0,5.04,3
11/16/2016,89115,Yanaki,1,28.75,0,15.45,4
10/18/2016,89030,Majestic Beaut,2,65.9,0,36.36,4
11/20/2016,89115,Fun Fly,2,9.9,0,4.06,4
10/16/2016,89419,Fun Fly,4,19.8,0.1,15.72,6
11/19/2016,89115,Aspen,6,167.7,0.1,64.56,4
10/18/2016,89419,Aspen,1,27.95,0,12.66,6
10/5/2016,89115,Carlota,1,27.95,0,11.38,1
12/10/2016,89030,Fun Fly,1,4.95,0,2.74,4
10/20/2016,89419,Fun Fly,1,4.95,0,2.64,4
12/3/2016,89115,Quad,1,43.96,0,21.45,4
12/2/2016,89030,Yanaki,1,28.75,0,15.44,1
12/11/2016,89419,Bellen,3,74.85,0,41.52,5
10/14/2016,89115,Quad,1,43.96,0,20.78,7
10/14/2016,89115,Bellen,1,24.95,0,12.86,3
12/22/2016,89115,Bellen,1,24.95,0,13.27,4
10/27/2016,89419,Aspen,1,27.95,0,11.62,4
11/11/2016,89419,Aspen,4,111.8,0.1,51.68,1
10/20/2016,89115,Majestic Beaut,2,65.9,0,38.58,7
12/3/2016,89030,Carlota,1,27.95,0,13.23,3
12/3/2016,89419,Aspen,1,27.95,0,11.58,1
12/15/2016,89419,Bellen,12,299.4,0.1875,148.32,5
11/10/2016,89419,Bellen,1,24.95,0,12.83,3
11/3/2016,89115,Bellen,1,24.95,0,13.91,4
10/21/2016,89115,Fun Fly,12,59.4,0.1875,35.52,4
11/4/2016,89030,Fun Fly,1,4.95,0,1.58,3
11/10/2016,89419,Fun Fly,2,9.9,0,3.04,7
11/3/2016,89419,Aspen,1,27.95,0,11.49,4
12/9/2016,89030,Fun Fly,1,4.95,0,2.4,3
12/13/2016,89115,Yanaki,1,28.75,0,15.87,4
10/13/2016,89030,Quad,1,43.96,0,22.65,5
11/20/2016,89115,Bellen,1,24.95,0,12.2,3
11/25/2016,89419,Bellen,1,24.95,0,11.8,5
11/12/2016,89115,Yanaki,1,28.75,0,15.34,3
11/13/2016,89115,Fun Fly,4,19.8,0.1,10.52,8
12/4/2016,89419,Bellen,2,49.9,0,28.36,5
11/27/2016,89115,Bellen,1,24.95,0,14.46,3
11/23/2016,89419,Aspen,1,27.95,0,11.46,3
10/24/2016,89030,Yanaki,1,28.75,0,15.08,2
11/21/2016,89030,Yanaki,2,57.5,0,27.76,6
11/11/2016,89419,Bellen,1,24.95,0,11.8,3
10/6/2016,89030,Quad,1,43.96,0,22.93,3
11/3/2016,89030,Bellen,2,49.9,0,23.94,4
12/13/2016,89030,Quad,1,43.96,0,21.98,4
11/8/2016,89115,Quad,1,43.96,0,22.05,4
11/27/2016,89419,Yanaki,12,345,0.1875,191.76,6
12/1/2016,89115,Bellen,1,24.95,0,13.01,8
10/25/2016,89419,Quad,1,43.96,0,20.9,6
10/2/2016,89419,Bellen,1,24.95,0,14.16,4
12/23/2016,89115,Yanaki,1,28.75,0,14.67,7
11/29/2016,89419,Bellen,3,74.85,0,39.54,6
11/19/2016,89419,Fun Fly,1,4.95,0,2.8,1
11/13/2016,89419,Bellen,1,24.95,0,12.29,7
11/11/2016,89115,Bellen,12,299.4,0.1875,168.36,1
11/13/2016,89115,Aspen,1,27.95,0,12.02,7
12/14/2016,89030,Fun Fly,1,4.95,0,2.46,4
11/13/2016,89115,Aspen,12,335.4,0.1875,154.56,3
12/6/2016,89115,Bellen,1,24.95,0,11.84,1
12/12/2016,89115,Yanaki,1,28.75,0,14.05,3
11/1/2016,89419,Quad,6,263.76,0.1,132.24,2
11/23/2016,89030,Majestic Beaut,12,395.4,0.1875,246.12,1
11/24/2016,89419,Yanaki,1,28.75,0,13.72,4
11/15/2016,89115,Bellen,1,24.95,0,11.98,2
10/4/2016,89030,Fun Fly,1,4.95,0,4,7
12/9/2016,89419,Yanaki,1,28.75,0,15.08,1
12/4/2016,89419,Aspen,6,167.7,0.1,66.6,6
11/29/2016,89030,Bellen,1,24.95,0,13.44,5
12/23/2016,89419,Fun Fly,2,9.9,0,4.7,4
11/30/2016,89115,Quad,1,43.96,0,20.69,3
10/3/2016,89030,Carlota,12,335.4,0.1875,131.64,5
11/12/2016,89419,Aspen,1,27.95,0,12.47,3
11/10/2016,89419,Fun Fly,1,4.95,0,2,4
11/3/2016,89419,Carlota,12,335.4,0.1875,131.04,3
11/10/2016,89115,Quad,1,43.96,0,20.41,4
11/27/2016,89419,Bellen,2,49.9,0,24.54,1
11/11/2016,89030,Fun Fly,1,4.95,0,4.03,3
10/6/2016,89115,Fun Fly,1,4.95,0,3.25,3
11/2/2016,89115,Majestic Beaut,1,32.95,0,20.14,7
10/30/2016,89030,Fun Fly,1,4.95,0,2.32,4
12/20/2016,89115,Fun Fly,1,4.95,0,3.94,3
11/24/2016,89115,Majestic Beaut,1,32.95,0,18.21,4
11/17/2016,89030,Majestic Beaut,1,32.95,0,18.81,5
10/18/2016,89419,Fun Fly,12,59.4,0.1875,38.88,7
12/9/2016,89115,Fun Fly,1,4.95,0,1.73,3
10/16/2016,89115,Bellen,1,24.95,0,12.25,7
12/18/2016,89115,Bellen,1,24.95,0,12.89,7
10/24/2016,89419,Fun Fly,2,9.9,0,7.44,4
12/4/2016,89030,Quad,12,527.52,0.1875,262.08,7
10/15/2016,89419,Bellen,1,24.95,0,12.13,6
10/23/2016,89419,Bellen,12,299.4,0.1875,159.48,4
10/30/2016,89115,Bellen,2,49.9,0,24.14,2
10/11/2016,89030,Bellen,1,24.95,0,12.65,4
10/9/2016,89115,Fun Fly,1,4.95,0,1.48,7
10/27/2016,89115,Yanaki,1,28.75,0,15.06,5
10/23/2016,89030,Majestic Beaut,1,32.95,0,18.38,3
12/6/2016,89115,Fun Fly,1,4.95,0,2.32,4
10/13/2016,89115,Bellen,1,24.95,0,14.1,4
11/27/2016,89419,Aspen,1,27.95,0,12.36,4
12/8/2016,89030,Fun Fly,12,59.4,0.1875,37.56,3
10/8/2016,89115,Bellen,1,24.95,0,12.05,4
11/22/2016,89419,Quad,1,43.96,0,23.03,7
11/7/2016,89115,Fun Fly,1,4.95,0,3.22,4
11/10/2016,89030,Quad,1,43.96,0,20.69,4
12/9/2016,89419,Aspen,1,27.95,0,12.69,1
12/8/2016,89030,Fun Fly,1,4.95,0,2.36,6
10/9/2016,89419,Quad,1,43.96,0,22.38,4
10/7/2016,89115,Aspen,1,27.95,0,12.29,2
12/20/2016,89030,Fun Fly,1,4.95,0,1.57,3
11/16/2016,89419,Yanaki,1,28.75,0,14.23,1
11/17/2016,89419,Aspen,1,27.95,0,11.6,4
10/1/2016,89419,Quad,2,87.92,0,45.64,4
10/24/2016,89030,Fun Fly,2,9.9,0,5.72,4
11/29/2016,89419,Majestic Beaut,1,32.95,0,19.71,4
12/10/2016,89419,Carlota,1,27.95,0,10.92,4
12/1/2016,89115,Quad,1,43.96,0,22.5,4
10/16/2016,89115,Bellen,1,24.95,0,13.93,6
12/20/2016,89419,Bellen,1,24.95,0,13.39,4
10/11/2016,89030,Aspen,12,335.4,0.1875,152.28,3
10/26/2016,89419,Aspen,1,27.95,0,12.13,4
10/20/2016,89115,Bellen,1,24.95,0,13.1,3
10/31/2016,89419,Aspen,2,55.9,0,21.96,8
11/18/2016,89419,Bellen,1,24.95,0,13.74,4
12/20/2016,89030,Aspen,1,27.95,0,11.96,4
10/29/2016,89419,Majestic Beaut,1,32.95,0,18.7,8
10/13/2016,89030,Quad,1,43.96,0,21.5,3
11/9/2016,89030,Yanaki,6,172.5,0.1,88.2,8
10/31/2016,89115,Yanaki,6,172.5,0.1,81.42,4
10/2/2016,89115,Yanaki,1,28.75,0,15.84,7
10/8/2016,89030,Quad,1,43.96,0,20.71,6
12/5/2016,89030,Yanaki,1,28.75,0,14.32,6
12/1/2016,89419,Yanaki,1,28.75,0,15.87,2
12/20/2016,89030,Fun Fly,1,4.95,0,3.99,1
10/22/2016,89419,Fun Fly,1,4.95,0,3.92,6
11/14/2016,89030,Yanaki,4,115,0.1,63.24,4
10/18/2016,89115,Majestic Beaut,2,65.9,0,36.12,3
10/27/2016,89419,Yanaki,1,28.75,0,15.43,3
11/14/2016,89030,Quad,1,43.96,0,20.62,4
11/7/2016,89115,Fun Fly,1,4.95,0,1.94,4
10/5/2016,89115,Fun Fly,12,59.4,0.1875,26.64,6
10/11/2016,89030,Majestic Beaut,1,32.95,0,19.21,3
10/31/2016,89030,Majestic Beaut,6,197.7,0.1,117.72,4
11/28/2016,89030,Aspen,12,335.4,0.1875,146.76,3
11/22/2016,89115,Bellen,2,49.9,0,27.62,1
10/18/2016,89030,Quad,1,43.96,0,21.02,1
11/29/2016,89115,Yanaki,1,28.75,0,14.64,4
