Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID
12/18/2016,87506,Bellen,1,25.95,0,15.1,6
11/26/2016,87941,Majestic Beaut,1,33.95,0,16.97,3
10/17/2016,87001,Bellen,1,25.95,0,18.13,6
11/6/2016,87037,Majestic Beaut,2,67.9,0,48.64,7
12/9/2016,87506,Carlota,6,173.7,0.125,81.3,6
12/4/2016,87103,Majestic Beaut,1,33.95,0,24.04,6
12/7/2016,87315,Aspen,6,173.7,0.125,70.2,8
11/3/2016,87001,Crested Beaut,1,38.95,0,17.9,2
12/17/2016,87001,Fun Fly,1,4.95,0,10.92,7
10/14/2016,87001,Bellen,12,311.4,0.215,232.56,7
10/27/2016,87941,Fun Fly,1,4.95,0,4.15,6
11/9/2016,87001,Fun Fly,1,4.95,0,10.61,1
11/20/2016,87103,Bellen,1,25.95,0,20.96,7
10/11/2016,87506,Quad,1,44.96,0,23.86,3
10/10/2016,87037,Yanaki,1,29.75,0,15.3,1
10/2/2016,87037,Majestic Beaut,4,135.8,0.1,97.44,6
10/19/2016,87103,Yanaki,12,357,0.215,183.12,6
10/20/2016,87001,Majestic Beaut,1,33.95,0,24.86,6
12/4/2016,87941,Yanaki,1,29.75,0,20.8,2
11/20/2016,87001,Crested Beaut,1,38.95,0,24.48,5
11/1/2016,87315,Majestic Beaut,1,33.95,0,18.98,4
10/6/2016,87103,Carlota,1,28.95,0,11.44,8
11/19/2016,87506,Yanaki,3,89.25,0,59.76,6
10/31/2016,87001,Carlota,1,28.95,0,16.89,5
11/30/2016,87001,Yanaki,1,29.75,0,13.65,6
10/4/2016,87001,Majestic Beaut,1,33.95,0,18.85,5
11/9/2016,87001,Aspen,2,57.9,0,26.54,5
11/1/2016,87103,Majestic Beaut,1,33.95,0,21.23,4
12/12/2016,87941,Crested Beaut,1,38.95,0,23.76,4
11/20/2016,87001,Majestic Beaut,1,33.95,0,19.46,7
10/24/2016,87103,Quad,1,44.96,0,23.45,7
12/12/2016,87001,Majestic Beaut,1,33.95,0,24.84,2
10/17/2016,87315,Majestic Beaut,12,407.4,0.215,263.4,1
10/13/2016,87001,Carlota,1,28.95,0,14.42,4
10/31/2016,87941,Aspen,3,86.85,0,33.18,4
10/17/2016,87506,Carlota,1,28.95,0,19.42,5
11/20/2016,87506,Carlota,1,28.95,0,18.13,6
10/15/2016,87037,Majestic Beaut,1,33.95,0,21.22,4
11/6/2016,87941,Crested Beaut,6,233.7,0.125,137.58,7
11/26/2016,87001,Aspen,1,28.95,0,14.6,1
11/24/2016,87001,Yanaki,1,29.75,0,15.69,7
12/18/2016,87001,Bellen,12,311.4,0.215,213.84,2
12/18/2016,87941,Yanaki,1,29.75,0,16.88,6
11/19/2016,87941,Quad,1,44.96,0,22.15,3
10/23/2016,87315,Carlota,12,347.4,0.215,239.88,8
12/4/2016,87315,Majestic Beaut,1,33.95,0,23.21,4
12/22/2016,87315,Crested Beaut,1,38.95,0,20.48,8
10/10/2016,87001,Carlota,1,28.95,0,20.62,7
11/16/2016,87506,Bellen,1,25.95,0,21.35,3
11/18/2016,87506,Aspen,6,173.7,0.125,114.42,7
11/2/2016,87001,Yanaki,1,29.75,0,18.89,5
10/28/2016,87001,Carlota,1,28.95,0,19.11,4
10/11/2016,87037,Fun Fly,11,54.45,0.125,115.39,6
11/20/2016,87001,Yanaki,1,29.75,0,14.67,1
12/7/2016,87001,Quad,6,269.76,0.125,134.88,6
11/16/2016,87941,Majestic Beaut,2,67.9,0,37.46,4
11/10/2016,87506,Quad,6,269.76,0.125,168.96,4
11/15/2016,87001,Majestic Beaut,6,203.7,0.125,149.16,6
10/8/2016,87315,Bellen,1,25.95,0,16.4,4
10/14/2016,87103,Quad,1,44.96,0,27.99,2
11/10/2016,87037,Aspen,1,28.95,0,15.94,3
10/5/2016,87103,Majestic Beaut,6,203.7,0.125,118.92,1
11/3/2016,87001,Fun Fly,12,59.4,0.215,70.2,1
10/29/2016,87315,Bellen,1,25.95,0,16.73,4
10/3/2016,87941,Fun Fly,1,4.95,0,4.44,8
10/12/2016,87001,Quad,1,44.96,0,23.42,7
12/11/2016,87506,Majestic Beaut,1,33.95,0,22.03,7
10/25/2016,87941,Carlota,12,347.4,0.215,221.04,6
10/30/2016,87001,Fun Fly,1,4.95,0,1.79,1
10/6/2016,87001,Quad,3,134.88,0,65.61,2
11/13/2016,87001,Majestic Beaut,1,33.95,0,16.78,1
12/13/2016,87315,Carlota,6,173.7,0.125,114.78,8
10/15/2016,87037,Carlota,1,28.95,0,16.09,5
11/4/2016,87103,Crested Beaut,2,77.9,0,51.36,2
12/12/2016,87001,Quad,1,44.96,0,21.3,4
11/9/2016,87037,Crested Beaut,1,38.95,0,23.59,7
10/23/2016,87001,Yanaki,1,29.75,0,15.21,6
10/10/2016,87001,Carlota,1,28.95,0,13.71,6
10/23/2016,87001,Yanaki,1,29.75,0,22.78,6
11/17/2016,87001,Quad,1,44.96,0,25.73,7
11/9/2016,87103,Majestic Beaut,1,33.95,0,24.3,2
10/19/2016,87506,Quad,1,44.96,0,24.06,7
10/7/2016,87506,Bellen,1,25.95,0,18.65,6
10/15/2016,87001,Carlota,1,28.95,0,14.39,1
10/14/2016,87103,Fun Fly,1,4.95,0,8.24,3
10/21/2016,87037,Crested Beaut,12,467.4,0.215,300.96,8
12/5/2016,87315,Quad,1,44.96,0,23.74,7
11/1/2016,87001,Bellen,2,51.9,0,35.74,1
10/27/2016,87001,Carlota,1,28.95,0,19.59,1
10/21/2016,87001,Bellen,1,25.95,0,21.7,8
10/12/2016,87941,Carlota,1,28.95,0,18.88,7
10/7/2016,87001,Quad,12,539.52,0.215,272.04,5
12/4/2016,87506,Majestic Beaut,2,67.9,0,44.38,5
12/3/2016,87001,Crested Beaut,9,350.55,0.125,219.15,3
11/18/2016,87001,Aspen,13,376.35,0.215,222.69,7
11/14/2016,87001,Majestic Beaut,12,407.4,0.215,278.52,3
10/15/2016,87001,Yanaki,7,208.25,0.125,150.43,7
11/18/2016,87103,Majestic Beaut,1,33.95,0,23.22,7
10/29/2016,87001,Carlota,1,28.95,0,11.11,7
12/6/2016,87037,Aspen,1,28.95,0,16.31,7
11/8/2016,87001,Majestic Beaut,1,33.95,0,19.14,7
12/20/2016,87315,Bellen,1,25.95,0,13.59,6
12/11/2016,87506,Carlota,6,173.7,0.125,73.14,4
10/12/2016,87001,Majestic Beaut,1,33.95,0,23.22,6
12/19/2016,87001,Majestic Beaut,1,33.95,0,18.41,2
11/18/2016,87506,Quad,1,44.96,0,24.87,4
11/24/2016,87001,Yanaki,1,29.75,0,19.83,4
10/14/2016,87001,Quad,1,44.96,0,21.91,4
12/14/2016,87941,Yanaki,4,119,0.1,64.24,6
12/3/2016,87941,Crested Beaut,1,38.95,0,25.63,6
12/18/2016,87506,Quad,1,44.96,0,28.86,4
12/22/2016,87001,Majestic Beaut,1,33.95,0,19.87,6
11/20/2016,87506,Bellen,6,155.7,0.125,127.14,1
11/14/2016,87315,Yanaki,1,29.75,0,19.81,4
11/20/2016,87001,Bellen,1,25.95,0,12.08,7
11/4/2016,87001,Majestic Beaut,4,135.8,0.1,97.04,8
12/21/2016,87315,Yanaki,11,327.25,0.125,239.03,2
11/1/2016,87315,Bellen,2,51.9,0,27.26,4
10/1/2016,87001,Yanaki,1,29.75,0,16.98,5
11/15/2016,87001,Majestic Beaut,3,101.85,0,59.19,4
12/22/2016,87506,Yanaki,6,178.5,0.125,132.42,6
12/10/2016,87103,Carlota,1,28.95,0,11.77,4
12/16/2016,87315,Yanaki,1,29.75,0,20.68,7
11/16/2016,87001,Majestic Beaut,1,33.95,0,19.13,7
11/9/2016,87941,Aspen,6,173.7,0.125,117.96,1
12/22/2016,87315,Bellen,1,25.95,0,18.62,6
11/23/2016,87001,Carlota,1,28.95,0,15.9,4
10/3/2016,87941,Crested Beaut,1,38.95,0,26.19,8
12/23/2016,87037,Quad,1,44.96,0,23.81,7
12/4/2016,87001,Majestic Beaut,1,33.95,0,19.5,7
10/29/2016,87001,Quad,1,44.96,0,27.94,7
11/19/2016,87941,Carlota,5,144.75,0.1,63.15,4
11/17/2016,87103,Majestic Beaut,6,203.7,0.125,123.54,7
11/11/2016,87506,Bellen,12,311.4,0.215,184.68,6
12/19/2016,87001,Yanaki,1,29.75,0,13.95,7
12/8/2016,87506,Carlota,1,28.95,0,18,1
12/23/2016,87941,Bellen,1,25.95,0,15.6,7
11/10/2016,87103,Carlota,1,28.95,0,11.22,7
12/4/2016,87001,Aspen,12,347.4,0.215,159.36,7
11/29/2016,87001,Fun Fly,2,9.9,0,13.68,6
12/18/2016,87001,Aspen,1,28.95,0,12.73,6
10/18/2016,87001,Bellen,6,155.7,0.125,119.82,4
10/5/2016,87001,Quad,1,44.96,0,23.23,7
12/22/2016,87037,Quad,1,44.96,0,27.33,6
11/17/2016,87001,Carlota,10,289.5,0.125,168.2,1
12/18/2016,87001,Majestic Beaut,1,33.95,0,20.18,1
12/17/2016,87001,Quad,1,44.96,0,23.17,6
12/21/2016,87001,Aspen,1,28.95,0,14.81,2
11/5/2016,87001,Aspen,1,28.95,0,14.1,7
11/24/2016,87001,Yanaki,6,178.5,0.125,85.14,1
11/2/2016,87001,Aspen,6,173.7,0.125,77.64,6
12/24/2016,87001,Fun Fly,1,4.95,0,9.95,3
11/5/2016,87001,Majestic Beaut,4,135.8,0.1,88.68,6
12/23/2016,87941,Bellen,1,25.95,0,19.83,4
11/7/2016,87315,Yanaki,1,29.75,0,18.78,7
10/21/2016,87001,Carlota,3,86.85,0,36.09,6
12/10/2016,87941,Carlota,1,28.95,0,11.77,6
12/3/2016,87001,Majestic Beaut,1,33.95,0,17.06,8
10/13/2016,87315,Majestic Beaut,1,33.95,0,20.98,6
10/26/2016,87941,Quad,1,44.96,0,21.59,6
10/14/2016,87506,Aspen,1,28.95,0,13.97,6
12/1/2016,87001,Aspen,1,28.95,0,18.62,6
12/3/2016,87315,Quad,1,44.96,0,24.33,6
11/21/2016,87506,Carlota,6,173.7,0.125,68.64,4
12/11/2016,87001,Quad,1,44.96,0,25.07,1
11/7/2016,87315,Carlota,1,28.95,0,13.57,3
10/15/2016,87001,Crested Beaut,2,77.9,0,43.04,8
11/6/2016,87001,Yanaki,1,29.75,0,17.39,6
11/5/2016,87506,Crested Beaut,12,467.4,0.215,241.44,5
10/24/2016,87001,Fun Fly,1,4.95,0,7,6
10/18/2016,87001,Bellen,1,25.95,0,21.34,4
10/4/2016,87001,Fun Fly,1,4.95,0,1.85,1
11/28/2016,87315,Quad,13,584.48,0.215,329.29,7
12/11/2016,87103,Fun Fly,1,4.95,0,5.15,3
12/14/2016,87001,Bellen,1,25.95,0,13.12,4
11/1/2016,87315,Quad,1,44.96,0,21.26,5
11/8/2016,87506,Yanaki,6,178.5,0.125,108.96,5
12/2/2016,87103,Fun Fly,1,4.95,0,7.13,6
12/17/2016,87103,Aspen,1,28.95,0,18.05,1
10/12/2016,87103,Fun Fly,1,4.95,0,1.86,7
12/15/2016,87001,Carlota,12,347.4,0.215,214.92,7
12/7/2016,87001,Bellen,3,77.85,0,59.49,4
10/28/2016,87001,Carlota,1,28.95,0,19.09,4
12/24/2016,87941,Carlota,6,173.7,0.125,90.18,7
10/10/2016,87001,Fun Fly,1,4.95,0,2.71,7
10/11/2016,87315,Quad,1,44.96,0,21.13,7
11/6/2016,87506,Fun Fly,1,4.95,0,3.71,6
10/25/2016,87001,Quad,11,494.56,0.125,332.2,1
10/8/2016,87001,Crested Beaut,1,38.95,0,18.86,1
11/22/2016,87001,Yanaki,6,178.5,0.125,124.56,1
12/4/2016,87941,Quad,1,44.96,0,29.38,7
10/8/2016,87001,Quad,1,44.96,0,27.85,5
11/11/2016,87941,Fun Fly,1,4.95,0,9.56,2
10/26/2016,87506,Majestic Beaut,6,203.7,0.125,102.42,7
12/18/2016,87037,Crested Beaut,1,38.95,0,23.75,6
11/24/2016,87001,Aspen,12,347.4,0.215,209.28,6
12/21/2016,87037,Bellen,14,363.3,0.215,197.4,7
12/5/2016,87506,Quad,6,269.76,0.125,157.38,7
11/1/2016,87315,Crested Beaut,12,467.4,0.215,312.72,6
10/26/2016,87037,Bellen,1,25.95,0,19.34,4
12/12/2016,87037,Yanaki,1,29.75,0,19.05,5
12/9/2016,87103,Yanaki,2,59.5,0,29.04,7
11/4/2016,87001,Bellen,1,25.95,0,21.24,1
11/19/2016,87037,Yanaki,12,357,0.215,270.24,4
11/8/2016,87315,Majestic Beaut,1,33.95,0,15.46,5
10/1/2016,87001,Quad,2,89.92,0,42.62,7
10/28/2016,87103,Carlota,1,28.95,0,12.58,6
10/23/2016,87001,Majestic Beaut,12,407.4,0.215,233.76,3
11/5/2016,87001,Carlota,1,28.95,0,18.74,2
12/9/2016,87103,Crested Beaut,6,233.7,0.125,153.36,3
11/13/2016,87001,Bellen,1,25.95,0,20.85,4
10/2/2016,87315,Bellen,1,25.95,0,12.17,5
10/11/2016,87037,Carlota,1,28.95,0,15.21,6
11/27/2016,87941,Carlota,2,57.9,0,37.52,4
10/11/2016,87941,Fun Fly,1,4.95,0,3.03,2
11/7/2016,87037,Majestic Beaut,1,33.95,0,19.16,4
11/20/2016,87941,Fun Fly,12,59.4,0.215,51.6,7
11/1/2016,87001,Fun Fly,1,4.95,0,5.11,7
10/29/2016,87001,Bellen,1,25.95,0,12.42,7
10/3/2016,87037,Carlota,1,28.95,0,18.96,7
10/6/2016,87506,Fun Fly,1,4.95,0,5.62,4
11/11/2016,87315,Bellen,1,25.95,0,13.47,1
12/17/2016,87506,Majestic Beaut,2,67.9,0,42.84,5
10/11/2016,87315,Carlota,1,28.95,0,11.07,4
11/19/2016,87001,Carlota,6,173.7,0.125,108.48,6
12/15/2016,87001,Aspen,1,28.95,0,19.38,2
10/16/2016,87001,Majestic Beaut,1,33.95,0,19.95,7
10/6/2016,87103,Majestic Beaut,1,33.95,0,16.55,4
10/18/2016,87037,Majestic Beaut,6,203.7,0.125,125.88,2
11/7/2016,87103,Bellen,1,25.95,0,16.08,6
10/8/2016,87001,Bellen,1,25.95,0,17.07,7
10/12/2016,87037,Crested Beaut,12,467.4,0.215,216.96,7
10/29/2016,87103,Majestic Beaut,1,33.95,0,19.32,7
10/28/2016,87037,Fun Fly,1,4.95,0,3.63,5
11/27/2016,87001,Yanaki,1,29.75,0,16.32,1
12/22/2016,87001,Quad,1,44.96,0,30.29,7
11/9/2016,87315,Yanaki,1,29.75,0,22.35,7
10/23/2016,87001,Carlota,1,28.95,0,19.89,7
11/25/2016,87001,Bellen,1,25.95,0,13.38,7
10/28/2016,87001,Majestic Beaut,6,203.7,0.125,139.08,4
11/16/2016,87037,Majestic Beaut,1,33.95,0,19.65,4
10/3/2016,87315,Carlota,1,28.95,0,14.06,6
11/14/2016,87037,Carlota,6,173.7,0.125,103.38,4
11/24/2016,87001,Carlota,6,173.7,0.125,73.56,5
10/30/2016,87001,Carlota,1,28.95,0,15.35,5
11/20/2016,87001,Carlota,1,28.95,0,16.44,7
11/9/2016,87103,Quad,1,44.96,0,25.59,7
11/16/2016,87001,Majestic Beaut,12,407.4,0.215,220.56,7
11/27/2016,87103,Crested Beaut,1,38.95,0,19.79,7
12/18/2016,87001,Carlota,1,28.95,0,11.15,5
11/23/2016,87001,Carlota,2,57.9,0,37.62,5
11/19/2016,87001,Quad,1,44.96,0,26.7,6
12/12/2016,87103,Aspen,1,28.95,0,19.03,7
12/3/2016,87037,Yanaki,1,29.75,0,18.3,4
11/10/2016,87001,Yanaki,1,29.75,0,16.13,4
11/22/2016,87001,Carlota,1,28.95,0,14.38,5
11/15/2016,87506,Bellen,1,25.95,0,20.92,5
11/8/2016,87506,Fun Fly,1,4.95,0,4.24,5
10/13/2016,87001,Crested Beaut,1,38.95,0,23.45,7
11/16/2016,87103,Carlota,12,347.4,0.215,138.84,4
12/4/2016,87001,Yanaki,1,29.75,0,21.54,4
10/12/2016,87001,Bellen,1,25.95,0,14.96,7
11/15/2016,87037,Fun Fly,2,9.9,0,11.46,1
11/7/2016,87103,Crested Beaut,12,467.4,0.215,323.04,7
12/3/2016,87941,Crested Beaut,1,38.95,0,18.12,6
10/5/2016,87001,Crested Beaut,1,38.95,0,20.36,4
12/2/2016,87103,Carlota,1,28.95,0,20.43,7
11/10/2016,87001,Quad,1,44.96,0,25.22,4
11/2/2016,87315,Fun Fly,1,4.95,0,7.68,5
12/8/2016,87315,Majestic Beaut,1,33.95,0,21.14,7
10/30/2016,87103,Quad,3,134.88,0,75.9,5
10/24/2016,87001,Fun Fly,1,4.95,0,4.07,8
11/21/2016,87315,Bellen,2,51.9,0,35.12,7
10/1/2016,87001,Majestic Beaut,1,33.95,0,23.57,7
10/9/2016,87001,Aspen,1,28.95,0,18.6,7
12/23/2016,87506,Carlota,1,28.95,0,14.42,4
10/13/2016,87037,Yanaki,6,178.5,0.125,87.18,7
10/3/2016,87103,Majestic Beaut,12,407.4,0.215,281.4,4
11/18/2016,87506,Quad,1,44.96,0,20.84,7
11/9/2016,87103,Majestic Beaut,1,33.95,0,16.69,6
11/7/2016,87001,Majestic Beaut,1,33.95,0,23.12,7
10/29/2016,87506,Aspen,1,28.95,0,12.55,1
11/20/2016,87001,Carlota,1,28.95,0,18.76,6
10/9/2016,87103,Yanaki,1,29.75,0,20.76,5
10/12/2016,87037,Carlota,1,28.95,0,18.88,4
11/27/2016,87506,Yanaki,1,29.75,0,16.6,3
10/5/2016,87506,Bellen,1,25.95,0,11.99,7
12/19/2016,87037,Majestic Beaut,12,407.4,0.215,290.04,6
12/10/2016,87001,Majestic Beaut,1,33.95,0,17.56,7
11/7/2016,87001,Crested Beaut,1,38.95,0,21.92,4
12/2/2016,87001,Majestic Beaut,1,33.95,0,14.97,4
11/17/2016,87001,Majestic Beaut,1,33.95,0,21.68,7
12/8/2016,87103,Carlota,1,28.95,0,19.31,7
11/20/2016,87506,Carlota,1,28.95,0,19.74,6
10/24/2016,87001,Majestic Beaut,1,33.95,0,20.16,6
11/16/2016,87103,Yanaki,1,29.75,0,16.82,7
10/18/2016,87941,Fun Fly,12,59.4,0.215,111.48,7
10/16/2016,87001,Majestic Beaut,1,33.95,0,16.41,4
12/15/2016,87001,Yanaki,1,29.75,0,19.06,4
11/9/2016,87941,Fun Fly,1,4.95,0,3.21,4
12/23/2016,87001,Bellen,12,311.4,0.215,144.96,4
11/28/2016,87001,Majestic Beaut,1,33.95,0,16.65,4
12/7/2016,87037,Majestic Beaut,1,33.95,0,23.08,4
10/5/2016,87941,Crested Beaut,6,233.7,0.125,141.48,7
11/23/2016,87037,Bellen,1,25.95,0,12.74,2
11/10/2016,87037,Yanaki,3,89.25,0,62.79,5
11/8/2016,87941,Yanaki,4,119,0.1,79.52,4
11/2/2016,87103,Bellen,1,25.95,0,19.57,6
12/22/2016,87001,Carlota,1,28.95,0,19.11,1
12/6/2016,87315,Carlota,12,347.4,0.215,132.84,8
10/13/2016,87001,Bellen,1,25.95,0,15.35,7
10/20/2016,87001,Bellen,1,25.95,0,19.42,6
12/22/2016,87506,Bellen,1,25.95,0,21.7,4
11/3/2016,87941,Bellen,13,337.35,0.215,254.41,3
10/14/2016,87506,Quad,1,44.96,0,28.45,4
11/5/2016,87103,Yanaki,1,29.75,0,21.13,6
11/17/2016,87037,Quad,1,44.96,0,29.95,1
12/7/2016,87001,Majestic Beaut,1,33.95,0,21.94,7
10/29/2016,87001,Majestic Beaut,1,33.95,0,16.49,4
11/6/2016,87001,Carlota,1,28.95,0,16.07,6
11/12/2016,87001,Crested Beaut,1,38.95,0,22.51,4
12/24/2016,87037,Majestic Beaut,1,33.95,0,17.87,6
10/27/2016,87001,Yanaki,1,29.75,0,23.01,3
10/23/2016,87001,Majestic Beaut,1,33.95,0,17.87,7
11/12/2016,87315,Majestic Beaut,1,33.95,0,20.48,7
12/17/2016,87941,Yanaki,8,238,0.125,117.52,7
11/17/2016,87103,Crested Beaut,2,77.9,0,44.74,6
12/7/2016,87001,Carlota,1,28.95,0,18.64,5
10/5/2016,87001,Bellen,1,25.95,0,12.94,4
10/28/2016,87103,Crested Beaut,12,467.4,0.215,295.44,1
11/13/2016,87001,Fun Fly,1,4.95,0,9.27,5
12/2/2016,87506,Majestic Beaut,1,33.95,0,24.47,4
12/9/2016,87001,Fun Fly,1,4.95,0,9.55,1
11/19/2016,87037,Carlota,14,405.3,0.215,211.12,6
10/15/2016,87315,Majestic Beaut,1,33.95,0,23.6,5
11/2/2016,87315,Majestic Beaut,1,33.95,0,16.36,5
12/17/2016,87315,Yanaki,1,29.75,0,19.69,1
10/22/2016,87941,Bellen,1,25.95,0,19.57,4
10/18/2016,87315,Majestic Beaut,6,203.7,0.125,131.76,4
12/21/2016,87506,Carlota,6,173.7,0.125,98.46,1
11/11/2016,87001,Yanaki,1,29.75,0,13.8,6
12/9/2016,87001,Majestic Beaut,1,33.95,0,18.09,4
12/10/2016,87103,Majestic Beaut,3,101.85,0,57.36,4
12/1/2016,87001,Fun Fly,1,4.95,0,6.98,6
11/1/2016,87001,Yanaki,1,29.75,0,18.85,6
10/12/2016,87001,Crested Beaut,1,38.95,0,19.27,1
12/13/2016,87001,Carlota,1,28.95,0,18.84,7
10/12/2016,87037,Carlota,6,173.7,0.125,99.3,8
10/11/2016,87506,Carlota,6,173.7,0.125,117.9,5
12/21/2016,87037,Quad,1,44.96,0,30.38,5
11/29/2016,87001,Yanaki,1,29.75,0,16.9,4
10/24/2016,87103,Majestic Beaut,1,33.95,0,21.9,4
10/26/2016,87315,Yanaki,1,29.75,0,18.13,2
12/12/2016,87315,Bellen,1,25.95,0,12.11,1
11/22/2016,87315,Carlota,4,115.8,0.1,75.04,7
10/26/2016,87001,Fun Fly,1,4.95,0,8.66,6
11/20/2016,87941,Carlota,1,28.95,0,18.27,6
10/10/2016,87001,Majestic Beaut,1,33.95,0,15.15,1
11/25/2016,87103,Aspen,1,28.95,0,11.79,4
10/19/2016,87941,Yanaki,1,29.75,0,13.9,4
12/5/2016,87941,Carlota,1,28.95,0,12.93,3
11/9/2016,87001,Carlota,1,28.95,0,15.7,3
10/19/2016,87506,Yanaki,6,178.5,0.125,117.06,6
11/14/2016,87506,Majestic Beaut,6,203.7,0.125,113.04,7
12/7/2016,87315,Yanaki,6,178.5,0.125,93.06,7
12/19/2016,87001,Crested Beaut,6,233.7,0.125,115.86,2
11/7/2016,87037,Crested Beaut,1,38.95,0,25.18,4
10/9/2016,87103,Fun Fly,1,4.95,0,6.12,6
11/24/2016,87506,Majestic Beaut,2,67.9,0,31.68,8
11/13/2016,87103,Bellen,1,25.95,0,20.69,7
10/11/2016,87001,Quad,12,539.52,0.215,357.6,5
11/24/2016,87506,Majestic Beaut,6,203.7,0.125,92.88,6
11/29/2016,87001,Crested Beaut,4,155.8,0.1,104.64,7
11/29/2016,87001,Carlota,1,28.95,0,19.28,1
11/26/2016,87001,Quad,1,44.96,0,30.13,1
12/23/2016,87941,Majestic Beaut,12,407.4,0.215,247.92,7
11/20/2016,87001,Fun Fly,1,4.95,0,1.01,1
11/17/2016,87001,Crested Beaut,7,272.65,0.125,177.31,5
11/12/2016,87001,Yanaki,1,29.75,0,14.07,7
12/17/2016,87506,Yanaki,1,29.75,0,17.03,1
12/17/2016,87037,Carlota,1,28.95,0,11.22,4
12/5/2016,87941,Yanaki,8,238,0.125,169.2,8
10/9/2016,87001,Carlota,1,28.95,0,12.46,7
11/17/2016,87001,Aspen,1,28.95,0,16.69,4
11/18/2016,87001,Majestic Beaut,1,33.95,0,16.37,1
11/17/2016,87001,Bellen,1,25.95,0,20.01,2
12/15/2016,87103,Majestic Beaut,1,33.95,0,16.86,7
10/4/2016,87315,Bellen,6,155.7,0.125,120.12,4
12/11/2016,87001,Bellen,1,25.95,0,15.66,8
12/8/2016,87001,Majestic Beaut,1,33.95,0,20.6,7
10/6/2016,87315,Quad,4,179.84,0.1,103.96,4
12/8/2016,87315,Carlota,1,28.95,0,15.68,3
12/6/2016,87001,Carlota,1,28.95,0,12.14,4
12/2/2016,87001,Yanaki,12,357,0.215,184.08,8
10/28/2016,87506,Majestic Beaut,1,33.95,0,22.9,7
11/23/2016,87001,Majestic Beaut,6,203.7,0.125,105.78,4
10/23/2016,87037,Quad,1,44.96,0,22.6,4
12/20/2016,87315,Carlota,1,28.95,0,14.39,6
10/11/2016,87506,Bellen,1,25.95,0,13.22,8
10/29/2016,87941,Crested Beaut,1,38.95,0,17.39,7
11/18/2016,87001,Crested Beaut,12,467.4,0.215,316.44,7
10/8/2016,87001,Majestic Beaut,3,101.85,0,66.06,7
12/7/2016,87037,Crested Beaut,1,38.95,0,25.72,4
11/24/2016,87103,Fun Fly,1,4.95,0,5.46,6
10/29/2016,87506,Carlota,1,28.95,0,14.15,5
10/20/2016,87315,Carlota,11,318.45,0.125,225.28,4
10/2/2016,87103,Bellen,1,25.95,0,17.74,7
12/24/2016,87037,Carlota,1,28.95,0,20.08,7
12/5/2016,87103,Majestic Beaut,1,33.95,0,14.96,4
12/19/2016,87001,Carlota,1,28.95,0,11.52,6
11/29/2016,87001,Quad,2,89.92,0,58.54,7
11/6/2016,87001,Majestic Beaut,3,101.85,0,47.67,8
12/9/2016,87506,Fun Fly,1,4.95,0,9.28,6
11/8/2016,87001,Carlota,6,173.7,0.125,73.02,7
11/11/2016,87001,Quad,4,179.84,0.1,86.72,6
11/21/2016,87941,Quad,1,44.96,0,27.84,4
10/18/2016,87506,Bellen,4,103.8,0.1,54.44,3
12/15/2016,87103,Bellen,1,25.95,0,14.11,4
11/21/2016,87001,Yanaki,1,29.75,0,15.49,5
10/13/2016,87037,Majestic Beaut,2,67.9,0,32.28,4
11/7/2016,87315,Carlota,1,28.95,0,13.74,7
10/29/2016,87001,Crested Beaut,1,38.95,0,23.86,6
12/17/2016,87103,Majestic Beaut,4,135.8,0.1,80.88,7
10/7/2016,87001,Quad,1,44.96,0,22.42,6
11/8/2016,87001,Aspen,1,28.95,0,15.04,6
10/5/2016,87506,Carlota,1,28.95,0,18.22,4
10/20/2016,87001,Yanaki,6,178.5,0.125,135.6,7
12/14/2016,87001,Majestic Beaut,1,33.95,0,15.9,7
11/23/2016,87103,Quad,1,44.96,0,22.48,4
12/10/2016,87001,Crested Beaut,1,38.95,0,20.85,4
12/11/2016,87506,Crested Beaut,12,467.4,0.215,262.8,7
11/10/2016,87103,Carlota,1,28.95,0,19.87,2
10/17/2016,87001,Crested Beaut,14,545.3,0.215,266.42,5
10/8/2016,87001,Bellen,5,129.75,0.1,74.7,4
12/15/2016,87001,Aspen,1,28.95,0,17.15,8
12/16/2016,87506,Carlota,1,28.95,0,19.29,1
11/3/2016,87037,Majestic Beaut,1,33.95,0,23.55,4
10/1/2016,87941,Majestic Beaut,1,33.95,0,21.58,4
11/12/2016,87001,Fun Fly,1,4.95,0,9.04,4
11/2/2016,87001,Quad,1,44.96,0,25.75,4
10/11/2016,87941,Bellen,1,25.95,0,14.92,1
10/26/2016,87941,Crested Beaut,1,38.95,0,22.68,8
10/30/2016,87941,Majestic Beaut,11,373.45,0.125,236.17,6
11/9/2016,87001,Majestic Beaut,1,33.95,0,20.47,6
11/7/2016,87103,Carlota,1,28.95,0,16.46,7
12/24/2016,87001,Crested Beaut,1,38.95,0,21.5,1
12/3/2016,87315,Yanaki,1,29.75,0,18.07,7
11/11/2016,87103,Quad,1,44.96,0,22.28,6
10/14/2016,87001,Fun Fly,1,4.95,0,6.39,7
12/21/2016,87506,Quad,1,44.96,0,27.72,6
10/4/2016,87001,Yanaki,1,29.75,0,17.48,4
11/29/2016,87001,Carlota,1,28.95,0,15.71,7
11/9/2016,87315,Yanaki,3,89.25,0,50.37,5
12/5/2016,87315,Carlota,9,260.55,0.125,184.41,4
