Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID,,,,,,,,
11/1/2016,97440,Bellen,12,299.4,0.1875,177,3,,,,,,,,
11/11/2016,97204,Fun Fly,1,4.95,0,3.69,6,,,,,,,,
10/28/2016,97204,Carlota,1,27.95,0,13.27,4,,,,,,,,
12/5/2016,97440,Quad,6,263.76,0.1,136.2,3,,,,,,,,
12/21/2016,97440,Bellen,7,174.65,0.1,92.96,3,,,,,,,,
10/19/2016,97401,Fun Fly,1,4.95,0,4.47,6,,,,,,,,
12/20/2016,97401,Quad,1,43.96,0,22.14,4,,,,,,,,
10/27/2016,97440,Majestic Beaut,6,197.7,0.1,129.66,3,,,,,,,,
12/2/2016,97229,Yanaki,1,28.75,0,14.48,7,,,,,,,,
11/25/2016,97229,Carlota,12,335.4,0.1875,160.2,6,,,,,,,,
12/23/2016,97204,Carlota,1,27.95,0,13.65,3,,,,,,,,
11/28/2016,97283,Aspen,1,27.95,0,11.37,5,,,,,,,,
10/3/2016,97283,Yanaki,1,28.75,0,16.5,5,,,,,,,,
10/12/2016,97204,Yanaki,1,28.75,0,15.45,6,,,,,,,,
11/18/2016,97283,Carlota,1,27.95,0,12.43,4,,,,,,,,
11/27/2016,97229,Quad,1,43.96,0,22.43,2,,,,,,,,
11/4/2016,97229,Carlota,1,27.95,0,13.13,2,,,,,,,,
10/18/2016,97204,Quad,1,43.96,0,22.41,6,,,,,,,,
12/6/2016,97204,Carlota,1,27.95,0,12.59,4,,,,,,,,
11/24/2016,97283,Yanaki,6,172.5,0.1,98.76,6,,,,,,,,
12/5/2016,97401,Quad,1,43.96,0,22.56,6,,,,,,,,
12/8/2016,97440,Carlota,12,335.4,0.1875,149.88,1,,,,,,,,
12/9/2016,97283,Carlota,1,27.95,0,14.05,4,,,,,,,,
11/5/2016,97440,Fun Fly,1,4.95,0,4.18,7,,,,,,,,
10/24/2016,97440,Quad,1,43.96,0,22.9,4,,,,,,,,
12/5/2016,97222,Carlota,12,335.4,0.1875,153.48,4,,,,,,,,
11/12/2016,97204,Bellen,1,24.95,0,13.81,7,,,,,,,,
10/23/2016,97440,Yanaki,12,345,0.1875,196.92,4,,,,,,,,
11/24/2016,97401,Yanaki,1,28.75,0,16.02,3,,,,,,,,
10/26/2016,97440,Fun Fly,1,4.95,0,4.45,6,,,,,,,,
12/9/2016,97204,Carlota,1,27.95,0,11.95,1,,,,,,,,
12/12/2016,97229,Yanaki,1,28.75,0,16.52,4,,,,,,,,
11/18/2016,97401,Quad,6,263.76,0.1,140.34,4,,,,,,,,
10/3/2016,97401,Bellen,1,24.95,0,13.74,3,,,,,,,,
10/25/2016,97204,Yanaki,4,115,0.1,56.64,2,,,,,,,,
11/20/2016,97440,Bellen,6,149.7,0.1,78.36,6,,,,,,,,
10/3/2016,97440,Quad,6,263.76,0.1,130.98,7,,,,,,,,
11/13/2016,97222,Quad,6,263.76,0.1,129.66,3,,,,,,,,
11/12/2016,97222,Bellen,12,299.4,0.1875,164.64,3,,,,,,,,
10/16/2016,97204,Yanaki,1,28.75,0,14.76,7,,,,,,,,
10/10/2016,97222,Yanaki,6,172.5,0.1,88.2,7,,,,,,,,
11/11/2016,97283,Quad,2,87.92,0,46.38,4,,,,,,,,
11/10/2016,97440,Yanaki,1,28.75,0,14.46,4,,,,,,,,
11/2/2016,97204,Quad,2,87.92,0,44.5,4,,,,,,,,
10/19/2016,97222,Quad,1,43.96,0,24.05,7,,,,,,,,
11/23/2016,97222,Quad,1,43.96,0,23.96,6,,,,,,,,
11/1/2016,97440,Bellen,1,24.95,0,13.23,6,,,,,,,,
12/18/2016,97440,Quad,1,43.96,0,22.85,3,,,,,,,,
10/4/2016,97204,Quad,1,43.96,0,23.86,3,,,,,,,,
11/28/2016,97440,Quad,1,43.96,0,23.73,5,,,,,,,,
10/4/2016,97204,Carlota,1,27.95,0,12.44,3,,,,,,,,
10/8/2016,97204,Aspen,7,195.65,0.1,90.02,3,,,,,,,,
10/13/2016,97204,Aspen,1,27.95,0,12.49,8,,,,,,,,
12/15/2016,97283,Yanaki,1,28.75,0,15.57,4,,,,,,,,
11/16/2016,97440,Bellen,12,299.4,0.1875,155.28,2,,,,,,,,
12/10/2016,97204,Carlota,12,335.4,0.1875,156.36,6,,,,,,,,
10/9/2016,97283,Quad,10,439.6,0.1,216.2,4,,,,,,,,
12/5/2016,97204,Carlota,1,27.95,0,13.85,6,,,,,,,,
11/23/2016,97204,Yanaki,1,28.75,0,15.92,6,,,,,,,,
12/23/2016,97204,Quad,1,43.96,0,21.4,4,,,,,,,,
12/12/2016,97204,Bellen,1,24.95,0,14.72,5,,,,,,,,
10/29/2016,97440,Carlota,1,27.95,0,13.81,4,,,,,,,,
11/8/2016,97204,Carlota,2,55.9,0,25.7,6,,,,,,,,
10/26/2016,97440,Carlota,1,27.95,0,13.78,4,,,,,,,,
12/2/2016,97283,Fun Fly,1,4.95,0,4.44,5,,,,,,,,
12/8/2016,97204,Quad,1,43.96,0,22.88,4,,,,,,,,
11/6/2016,97440,Bellen,1,24.95,0,13.26,4,,,,,,,,
10/2/2016,97401,Quad,1,43.96,0,23.98,6,,,,,,,,
12/10/2016,97401,Quad,11,483.56,0.1,238.48,1,,,,,,,,
12/21/2016,97222,Quad,1,43.96,0,24.06,3,,,,,,,,
11/4/2016,97229,Quad,4,175.84,0.1,90.08,5,,,,,,,,
12/22/2016,97229,Carlota,1,27.95,0,13.32,3,,,,,,,,
10/12/2016,97204,Yanaki,2,57.5,0,28.6,4,,,,,,,,
10/1/2016,97283,Carlota,1,27.95,0,11.5,4,,,,,,,,
12/2/2016,97401,Carlota,1,27.95,0,13.54,8,,,,,,,,
12/21/2016,97204,Yanaki,1,28.75,0,14.48,2,,,,,,,,
11/3/2016,97401,Aspen,6,167.7,0.1,74.4,6,,,,,,,,
10/15/2016,97283,Yanaki,1,28.75,0,14.14,6,,,,,,,,
11/19/2016,97440,Quad,15,659.4,0.1875,351,4,,,,,,,,
10/3/2016,97204,Bellen,2,49.9,0,25.56,7,,,,,,,,
11/16/2016,97401,Bellen,13,324.35,0.1875,173.29,1,,,,,,,,
11/22/2016,97222,Carlota,1,27.95,0,13.48,3,,,,,,,,
11/8/2016,97204,Quad,11,483.56,0.1,251.46,7,,,,,,,,
11/28/2016,97283,Yanaki,1,28.75,0,14.35,1,,,,,,,,
10/16/2016,97222,Carlota,1,27.95,0,13.26,5,,,,,,,,
11/2/2016,97222,Quad,1,43.96,0,21.89,3,,,,,,,,
10/11/2016,97283,Yanaki,12,345,0.1875,179.76,6,,,,,,,,
11/25/2016,97229,Quad,1,43.96,0,23.82,1,,,,,,,,
10/3/2016,97440,Carlota,6,167.7,0.1,69.12,5,,,,,,,,
11/29/2016,97440,Quad,1,43.96,0,23.01,4,,,,,,,,
10/20/2016,97204,Carlota,12,335.4,0.1875,153.6,4,,,,,,,,
12/19/2016,97283,Fun Fly,1,4.95,0,4.41,1,,,,,,,,
11/22/2016,97204,Quad,6,263.76,0.1,135.36,6,,,,,,,,
11/20/2016,97401,Carlota,2,55.9,0,23.82,4,,,,,,,,
11/3/2016,97204,Quad,1,43.96,0,23.16,7,,,,,,,,
11/13/2016,97204,Quad,1,43.96,0,21.78,6,,,,,,,,
10/17/2016,97204,Carlota,1,27.95,0,13.4,7,,,,,,,,
12/6/2016,97204,Bellen,1,24.95,0,13.36,5,,,,,,,,
12/11/2016,97222,Carlota,1,27.95,0,13.32,3,,,,,,,,
11/26/2016,97440,Quad,1,43.96,0,21.93,6,,,,,,,,
12/11/2016,97440,Carlota,1,27.95,0,11.49,1,,,,,,,,
11/20/2016,97204,Bellen,1,24.95,0,14.31,6,,,,,,,,
11/11/2016,97204,Bellen,12,299.4,0.1875,168,2,,,,,,,,
10/23/2016,97204,Bellen,12,299.4,0.1875,162.84,6,,,,,,,,
12/2/2016,97204,Majestic Beaut,1,32.95,0,20.98,4,,,,,,,,
12/2/2016,97440,Quad,1,43.96,0,23.94,4,,,,,,,,
10/22/2016,97204,Carlota,6,167.7,0.1,73.62,6,,,,,,,,
12/5/2016,97440,Carlota,1,27.95,0,13.63,6,,,,,,,,
11/6/2016,97222,Quad,1,43.96,0,23.74,1,,,,,,,,
11/28/2016,97401,Carlota,1,27.95,0,12.9,2,,,,,,,,
11/28/2016,97204,Yanaki,1,28.75,0,14.88,7,,,,,,,,
10/3/2016,97222,Carlota,1,27.95,0,12.19,4,,,,,,,,
11/12/2016,97204,Quad,1,43.96,0,21.84,7,,,,,,,,
10/5/2016,97204,Bellen,1,24.95,0,13.07,2,,,,,,,,
12/6/2016,97283,Yanaki,1,28.75,0,15.16,4,,,,,,,,
11/13/2016,97204,Carlota,2,55.9,0,27.12,3,,,,,,,,
10/13/2016,97401,Quad,1,43.96,0,22.86,2,,,,,,,,
11/24/2016,97204,Fun Fly,6,29.7,0.1,24.18,8,,,,,,,,
11/20/2016,97229,Majestic Beaut,1,32.95,0,20.29,6,,,,,,,,
11/20/2016,97222,Yanaki,1,28.75,0,16.75,5,,,,,,,,
12/20/2016,97440,Bellen,1,24.95,0,14.22,7,,,,,,,,
11/8/2016,97204,Yanaki,1,28.75,0,14.62,7,,,,,,,,
12/11/2016,97204,Quad,1,43.96,0,23.68,7,,,,,,,,
10/22/2016,97229,Bellen,1,24.95,0,13.11,4,,,,,,,,
11/29/2016,97229,Carlota,1,27.95,0,12.64,4,,,,,,,,
11/19/2016,97440,Bellen,1,24.95,0,12.75,7,,,,,,,,
12/15/2016,97440,Carlota,1,27.95,0,12.98,4,,,,,,,,
10/7/2016,97204,Quad,12,527.52,0.1875,286.68,4,,,,,,,,
10/6/2016,97440,Yanaki,1,28.75,0,15.8,3,,,,,,,,
10/5/2016,97204,Quad,1,43.96,0,21.59,6,,,,,,,,
10/23/2016,97440,Yanaki,1,28.75,0,16.3,3,,,,,,,,
10/24/2016,97401,Quad,1,43.96,0,22.74,1,,,,,,,,
10/20/2016,97283,Bellen,1,24.95,0,14.85,4,,,,,,,,
10/17/2016,97440,Yanaki,1,28.75,0,15.42,7,,,,,,,,
11/10/2016,97401,Yanaki,6,172.5,0.1,84.54,5,,,,,,,,
12/12/2016,97283,Quad,1,43.96,0,22.31,6,,,,,,,,
12/11/2016,97283,Quad,1,43.96,0,21.53,6,,,,,,,,
11/26/2016,97204,Yanaki,1,28.75,0,15.42,2,,,,,,,,
11/11/2016,97204,Fun Fly,6,29.7,0.1,21.78,6,,,,,,,,
10/13/2016,97440,Carlota,1,27.95,0,12.46,4,,,,,,,,
11/23/2016,97440,Bellen,1,24.95,0,13.57,8,,,,,,,,
10/12/2016,97440,Bellen,1,24.95,0,13.68,3,,,,,,,,
11/23/2016,97204,Bellen,1,24.95,0,14.9,3,,,,,,,,
10/21/2016,97440,Quad,1,43.96,0,21.77,7,,,,,,,,
12/14/2016,97204,Bellen,2,49.9,0,29.78,4,,,,,,,,
10/1/2016,97204,Carlota,1,27.95,0,13.09,4,,,,,,,,
11/23/2016,97229,Carlota,6,167.7,0.1,76.26,1,,,,,,,,
10/13/2016,97204,Majestic Beaut,1,32.95,0,20.78,4,,,,,,,,
10/22/2016,97204,Yanaki,1,28.75,0,15.44,6,,,,,,,,
11/19/2016,97204,Majestic Beaut,1,32.95,0,21.53,6,,,,,,,,
12/4/2016,97204,Carlota,1,27.95,0,13.69,1,,,,,,,,
12/6/2016,97440,Quad,1,43.96,0,23.9,4,,,,,,,,
11/11/2016,97229,Yanaki,1,28.75,0,14.09,7,,,,,,,,
11/28/2016,97222,Yanaki,6,172.5,0.1,99.96,3,,,,,,,,
11/18/2016,97283,Quad,1,43.96,0,21.53,4,,,,,,,,
12/22/2016,97283,Carlota,1,27.95,0,13.73,4,,,,,,,,
11/26/2016,97440,Quad,1,43.96,0,21.61,3,,,,,,,,
11/12/2016,97204,Quad,1,43.96,0,23.78,7,,,,,,,,
12/10/2016,97283,Yanaki,6,172.5,0.1,86.64,7,,,,,,,,
10/3/2016,97204,Carlota,1,27.95,0,12.73,6,,,,,,,,
10/9/2016,97440,Majestic Beaut,1,32.95,0,20.34,7,,,,,,,,
10/15/2016,97222,Aspen,1,27.95,0,11.04,4,,,,,,,,
11/7/2016,97204,Quad,6,263.76,0.1,135.72,4,,,,,,,,
12/24/2016,97204,Majestic Beaut,12,395.4,0.1875,250.44,7,,,,,,,,
11/2/2016,97204,Fun Fly,1,4.95,0,4.39,5,,,,,,,,
11/29/2016,97204,Bellen,6,149.7,0.1,84.12,4,,,,,,,,
12/5/2016,97204,Quad,1,43.96,0,22.19,4,,,,,,,,
11/22/2016,97204,Bellen,12,299.4,0.1875,156.6,7,,,,,,,,
12/12/2016,97440,Bellen,12,299.4,0.1875,180.84,8,,,,,,,,
12/11/2016,97204,Carlota,1,27.95,0,11.45,6,,,,,,,,
10/7/2016,97440,Majestic Beaut,1,32.95,0,20.09,1,,,,,,,,
11/8/2016,97204,Majestic Beaut,3,98.85,0,65.31,7,,,,,,,,
11/27/2016,97204,Carlota,1,27.95,0,13.03,6,,,,,,,,
11/22/2016,97440,Quad,6,263.76,0.1,137.88,3,,,,,,,,
11/6/2016,97204,Bellen,1,24.95,0,14.23,3,,,,,,,,
11/19/2016,97204,Bellen,1,24.95,0,13.87,3,,,,,,,,
11/11/2016,97204,Quad,1,43.96,0,22.37,7,,,,,,,,
11/13/2016,97440,Yanaki,1,28.75,0,15.02,1,,,,,,,,
11/4/2016,97204,Carlota,1,27.95,0,11.78,4,,,,,,,,
12/4/2016,97204,Quad,3,131.88,0,68.16,6,,,,,,,,
11/16/2016,97229,Quad,1,43.96,0,23.13,3,,,,,,,,
10/19/2016,97229,Bellen,1,24.95,0,14.63,6,,,,,,,,
11/17/2016,97204,Quad,1,43.96,0,22.11,7,,,,,,,,
10/6/2016,97204,Carlota,6,167.7,0.1,78.96,5,,,,,,,,
11/23/2016,97229,Yanaki,1,28.75,0,14.64,2,,,,,,,,
10/11/2016,97401,Yanaki,1,28.75,0,14.63,3,,,,,,,,
11/10/2016,97222,Carlota,2,55.9,0,26.48,4,,,,,,,,
11/30/2016,97204,Bellen,1,24.95,0,13.06,3,,,,,,,,
12/2/2016,97222,Quad,2,87.92,0,46.08,4,,,,,,,,
10/24/2016,97401,Quad,4,175.84,0.1,86.32,5,,,,,,,,
12/17/2016,97440,Carlota,8,223.6,0.1,106.4,4,,,,,,,,
11/16/2016,97222,Quad,7,307.72,0.1,163.1,3,,,,,,,,
10/14/2016,97401,Bellen,1,24.95,0,13.15,3,,,,,,,,
10/5/2016,97204,Fun Fly,1,4.95,0,2.37,4,,,,,,,,
10/7/2016,97229,Quad,1,43.96,0,21.55,7,,,,,,,,
11/15/2016,97204,Yanaki,6,172.5,0.1,92.94,3,,,,,,,,
12/8/2016,97440,Carlota,13,363.35,0.1875,173.42,4,,,,,,,,
12/1/2016,97440,Yanaki,1,28.75,0,14.48,7,,,,,,,,
11/26/2016,97440,Carlota,1,27.95,0,12.32,6,,,,,,,,
12/24/2016,97440,Yanaki,1,28.75,0,14.9,3,,,,,,,,
11/30/2016,97204,Carlota,12,335.4,0.1875,148.8,6,,,,,,,,
12/7/2016,97204,Carlota,1,27.95,0,11.82,3,,,,,,,,
12/5/2016,97204,Quad,1,43.96,0,21.87,6,,,,,,,,
11/20/2016,97229,Carlota,6,167.7,0.1,72,6,,,,,,,,
10/11/2016,97204,Carlota,15,419.25,0.1875,202.65,5,,,,,,,,
12/6/2016,97283,Bellen,1,24.95,0,14.69,3,,,,,,,,
12/21/2016,97204,Bellen,1,24.95,0,15.4,2,,,,,,,,
10/21/2016,97401,Fun Fly,1,4.95,0,3.79,5,,,,,,,,
11/25/2016,97204,Quad,1,43.96,0,22.33,1,,,,,,,,
11/10/2016,97283,Quad,12,527.52,0.1875,275.64,6,,,,,,,,
12/9/2016,97229,Quad,1,43.96,0,23.33,4,,,,,,,,
12/19/2016,97401,Quad,1,43.96,0,23.43,8,,,,,,,,
11/3/2016,97229,Carlota,12,335.4,0.1875,168.96,6,,,,,,,,
10/11/2016,97204,Yanaki,1,28.75,0,14.64,7,,,,,,,,
10/19/2016,97204,Carlota,12,335.4,0.1875,153.48,7,,,,,,,,
12/6/2016,97283,Bellen,1,24.95,0,14.68,5,,,,,,,,
12/20/2016,97283,Bellen,6,149.7,0.1,81.6,7,,,,,,,,
12/16/2016,97283,Quad,2,87.92,0,47.32,6,,,,,,,,
11/16/2016,97283,Quad,1,43.96,0,23.31,6,,,,,,,,
12/20/2016,97440,Fun Fly,1,4.95,0,2.48,6,,,,,,,,
12/2/2016,97222,Bellen,1,24.95,0,15.11,7,,,,,,,,
12/13/2016,97229,Bellen,1,24.95,0,13.78,3,,,,,,,,
11/2/2016,97283,Quad,1,43.96,0,21.79,4,,,,,,,,
10/30/2016,97204,Carlota,1,27.95,0,13.48,6,,,,,,,,
10/23/2016,97204,Yanaki,12,345,0.1875,174.6,5,,,,,,,,
10/21/2016,97204,Carlota,1,27.95,0,12.04,7,,,,,,,,
12/19/2016,97204,Yanaki,9,258.75,0.1,146.52,5,,,,,,,,
12/10/2016,97440,Bellen,1,24.95,0,14.31,4,,,,,,,,
10/23/2016,97440,Quad,1,43.96,0,22.72,6,,,,,,,,
10/31/2016,97440,Quad,1,43.96,0,22.2,6,,,,,,,,
11/3/2016,97222,Bellen,6,149.7,0.1,87.36,7,,,,,,,,
11/26/2016,97204,Yanaki,13,373.75,0.1875,186.94,4,,,,,,,,
11/23/2016,97222,Bellen,6,149.7,0.1,80.34,7,,,,,,,,
12/11/2016,97204,Fun Fly,2,9.9,0,6.8,8,,,,,,,,
10/28/2016,97283,Carlota,11,307.45,0.1,134.64,4,,,,,,,,
10/23/2016,97229,Majestic Beaut,1,32.95,0,20.72,4,,,,,,,,
10/9/2016,97222,Bellen,2,49.9,0,26.18,7,,,,,,,,
10/8/2016,97229,Quad,1,43.96,0,23.06,4,,,,,,,,
10/3/2016,97401,Fun Fly,6,29.7,0.1,18.24,5,,,,,,,,
11/22/2016,97229,Carlota,1,27.95,0,12.8,3,,,,,,,,
11/12/2016,97401,Carlota,6,167.7,0.1,71.22,8,,,,,,,,
12/8/2016,97204,Aspen,1,27.95,0,10.91,4,,,,,,,,
10/17/2016,97229,Carlota,15,419.25,0.1875,174.3,6,,,,,,,,
12/3/2016,97204,Carlota,1,27.95,0,13.48,3,,,,,,,,
12/13/2016,97204,Quad,8,351.68,0.1,174.72,5,,,,,,,,
11/21/2016,97440,Bellen,1,24.95,0,14.39,7,,,,,,,,
10/3/2016,97440,Carlota,1,27.95,0,13.51,7,,,,,,,,
12/4/2016,97204,Yanaki,1,28.75,0,16.42,4,,,,,,,,
10/29/2016,97229,Bellen,6,149.7,0.1,79.2,4,,,,,,,,
10/16/2016,97283,Carlota,6,167.7,0.1,79.5,3,,,,,,,,
10/23/2016,97440,Bellen,2,49.9,0,25.5,2,,,,,,,,
10/22/2016,97204,Fun Fly,1,4.95,0,4.17,4,,,,,,,,
12/11/2016,97229,Carlota,1,27.95,0,11.69,4,,,,,,,,
10/11/2016,97283,Fun Fly,1,4.95,0,3.22,8,,,,,,,,
11/20/2016,97204,Bellen,1,24.95,0,14.56,4,,,,,,,,
12/19/2016,97229,Yanaki,1,28.75,0,16.19,7,,,,,,,,
10/27/2016,97204,Yanaki,7,201.25,0.1,107.52,6,,,,,,,,
12/22/2016,97440,Fun Fly,1,4.95,0,3.88,4,,,,,,,,
11/11/2016,97283,Quad,4,175.84,0.1,93.12,7,,,,,,,,
10/14/2016,97204,Quad,12,527.52,0.1875,280.8,5,,,,,,,,
11/17/2016,97283,Fun Fly,1,4.95,0,3.94,2,,,,,,,,
11/2/2016,97229,Carlota,1,27.95,0,12,1,,,,,,,,
11/11/2016,97440,Quad,2,87.92,0,47.72,7,,,,,,,,
11/15/2016,97440,Quad,1,43.96,0,23.93,3,,,,,,,,
12/7/2016,97440,Carlota,1,27.95,0,13.01,2,,,,,,,,
10/30/2016,97204,Quad,1,43.96,0,21.58,4,,,,,,,,
11/29/2016,97204,Quad,6,263.76,0.1,142.38,3,,,,,,,,
11/29/2016,97401,Bellen,1,24.95,0,13.84,4,,,,,,,,
10/9/2016,97229,Majestic Beaut,2,65.9,0,38.82,1,,,,,,,,
10/23/2016,97204,Bellen,1,24.95,0,14.38,6,,,,,,,,
10/26/2016,97283,Quad,12,527.52,0.1875,277.2,3,,,,,,,,
12/5/2016,97204,Quad,6,263.76,0.1,135.12,5,,,,,,,,
12/13/2016,97222,Bellen,6,149.7,0.1,81.24,6,,,,,,,,
11/20/2016,97283,Carlota,12,335.4,0.1875,166.2,5,,,,,,,,
10/15/2016,97204,Bellen,1,24.95,0,13.29,4,,,,,,,,
12/6/2016,97401,Carlota,6,167.7,0.1,70.32,3,,,,,,,,
12/9/2016,97283,Yanaki,1,28.75,0,16.08,3,,,,,,,,
10/9/2016,97283,Aspen,6,167.7,0.1,78.24,4,,,,,,,,
11/12/2016,97204,Yanaki,1,28.75,0,16.01,6,,,,,,,,
10/6/2016,97440,Quad,1,43.96,0,23.86,6,,,,,,,,
11/17/2016,97440,Quad,1,43.96,0,22,4,,,,,,,,
10/18/2016,97204,Bellen,1,24.95,0,13.39,6,,,,,,,,
10/3/2016,97204,Quad,2,87.92,0,44.64,6,,,,,,,,
12/17/2016,97204,Carlota,1,27.95,0,11.81,1,,,,,,,,
10/2/2016,97204,Carlota,1,27.95,0,13.29,5,,,,,,,,
10/28/2016,97283,Carlota,8,223.6,0.1,111.44,7,,,,,,,,
12/6/2016,97283,Carlota,12,335.4,0.1875,143.04,4,,,,,,,,
11/16/2016,97440,Bellen,1,24.95,0,14.16,6,,,,,,,,
12/15/2016,97440,Yanaki,2,57.5,0,32.18,4,,,,,,,,
10/10/2016,97440,Carlota,1,27.95,0,13.82,6,,,,,,,,
12/7/2016,97440,Quad,12,527.52,0.1875,284.88,4,,,,,,,,
11/6/2016,97204,Quad,6,263.76,0.1,136.98,4,,,,,,,,
12/13/2016,97440,Yanaki,1,28.75,0,14.43,6,,,,,,,,
12/16/2016,97204,Bellen,1,24.95,0,13.03,8,,,,,,,,
12/18/2016,97204,Bellen,2,49.9,0,26.92,4,,,,,,,,
11/15/2016,97440,Yanaki,1,28.75,0,15.58,7,,,,,,,,
12/2/2016,97229,Quad,1,43.96,0,23.49,2,,,,,,,,
11/5/2016,97401,Bellen,1,24.95,0,14.26,4,,,,,,,,
10/25/2016,97204,Carlota,6,167.7,0.1,80.76,4,,,,,,,,
11/2/2016,97229,Fun Fly,1,4.95,0,3.42,4,,,,,,,,
10/27/2016,97229,Carlota,1,27.95,0,13.09,2,,,,,,,,
11/13/2016,97222,Bellen,1,24.95,0,15.31,4,,,,,,,,
12/23/2016,97401,Yanaki,1,28.75,0,14.77,4,,,,,,,,
11/17/2016,97229,Quad,6,263.76,0.1,144.48,1,,,,,,,,
12/8/2016,97440,Quad,1,43.96,0,21.49,3,,,,,,,,
11/15/2016,97440,Bellen,1,24.95,0,13.28,4,,,,,,,,
11/9/2016,97222,Quad,1,43.96,0,22.1,4,,,,,,,,
11/9/2016,97204,Bellen,1,24.95,0,13.44,4,,,,,,,,
11/13/2016,97229,Bellen,1,24.95,0,14.79,1,,,,,,,,
10/20/2016,97440,Bellen,6,149.7,0.1,78.72,8,,,,,,,,
12/7/2016,97283,Yanaki,1,28.75,0,14.53,1,,,,,,,,
10/20/2016,97204,Quad,1,43.96,0,23.05,1,,,,,,,,
10/14/2016,97222,Carlota,1,27.95,0,11.89,4,,,,,,,,
10/3/2016,97440,Yanaki,1,28.75,0,16.73,4,,,,,,,,
11/19/2016,97204,Carlota,12,335.4,0.1875,148.32,6,,,,,,,,
10/3/2016,97440,Carlota,12,335.4,0.1875,158.4,7,,,,,,,,
11/7/2016,97204,Quad,1,43.96,0,23.09,8,,,,,,,,
12/10/2016,97204,Aspen,12,335.4,0.1875,144.72,5,,,,,,,,
11/1/2016,97229,Carlota,6,167.7,0.1,68.7,2,,,,,,,,
12/12/2016,97204,Carlota,1,27.95,0,13.07,7,,,,,,,,
10/28/2016,97440,Majestic Beaut,1,32.95,0,19.82,4,,,,,,,,
12/19/2016,97440,Carlota,1,27.95,0,12.22,4,,,,,,,,
12/5/2016,97204,Bellen,1,24.95,0,13.41,3,,,,,,,,
11/10/2016,97204,Carlota,1,27.95,0,11.91,6,,,,,,,,
12/18/2016,97204,Carlota,1,27.95,0,12.86,6,,,,,,,,
11/13/2016,97204,Bellen,1,24.95,0,13.44,3,,,,,,,,
11/11/2016,97229,Fun Fly,12,59.4,0.1875,33.96,7,,,,,,,,
12/13/2016,97204,Quad,1,43.96,0,22.2,3,,,,,,,,
11/11/2016,97440,Fun Fly,1,4.95,0,3.71,7,,,,,,,,
10/2/2016,97204,Quad,1,43.96,0,22.67,4,,,,,,,,
11/14/2016,97204,Carlota,1,27.95,0,12.96,6,,,,,,,,
12/19/2016,97204,Carlota,12,335.4,0.1875,149.88,6,,,,,,,,
12/12/2016,97283,Yanaki,1,28.75,0,16.6,7,,,,,,,,
11/30/2016,97204,Quad,1,43.96,0,22.02,5,,,,,,,,
10/15/2016,97204,Quad,2,87.92,0,46.88,3,,,,,,,,
11/12/2016,97204,Quad,6,263.76,0.1,134.1,3,,,,,,,,
11/17/2016,97204,Bellen,6,149.7,0.1,87.84,7,,,,,,,,
10/29/2016,97222,Bellen,6,149.7,0.1,78.9,1,,,,,,,,
12/5/2016,97401,Bellen,1,24.95,0,14.77,4,,,,,,,,
12/8/2016,97283,Carlota,1,27.95,0,14.11,3,,,,,,,,
11/3/2016,97229,Bellen,2,49.9,0,27.28,6,,,,,,,,
10/16/2016,97204,Bellen,1,24.95,0,14.16,8,,,,,,,,
10/29/2016,97440,Fun Fly,1,4.95,0,5.05,4,,,,,,,,
12/3/2016,97440,Yanaki,2,57.5,0,30.28,1,,,,,,,,
10/30/2016,97204,Bellen,1,24.95,0,13.32,5,,,,,,,,
12/17/2016,97440,Quad,6,263.76,0.1,133.68,6,,,,,,,,
12/4/2016,97401,Quad,8,351.68,0.1,181.6,6,,,,,,,,
10/11/2016,97204,Quad,6,263.76,0.1,142.26,2,,,,,,,,
11/14/2016,97229,Bellen,1,24.95,0,12.74,6,,,,,,,,
12/22/2016,97229,Bellen,1,24.95,0,13.18,6,,,,,,,,
10/16/2016,97204,Carlota,12,335.4,0.1875,154.2,3,,,,,,,,
10/15/2016,97222,Carlota,2,55.9,0,27.86,4,,,,,,,,
12/24/2016,97204,Quad,1,43.96,0,22.33,4,,,,,,,,
12/7/2016,97222,Quad,6,263.76,0.1,137.82,5,,,,,,,,
12/17/2016,97204,Carlota,12,335.4,0.1875,163.2,7,,,,,,,,
10/20/2016,97204,Majestic Beaut,12,395.4,0.1875,258.48,4,,,,,,,,
10/28/2016,97204,Majestic Beaut,1,32.95,0,21.73,4,,,,,,,,
12/23/2016,97204,Carlota,1,27.95,0,13.65,4,,,,,,,,
11/23/2016,97204,Carlota,1,27.95,0,11.6,3,,,,,,,,
11/18/2016,97283,Quad,12,527.52,0.1875,282.12,4,,,,,,,,
10/12/2016,97401,Carlota,1,27.95,0,11.52,6,,,,,,,,
11/20/2016,97204,Quad,1,43.96,0,23.09,1,,,,,,,,
10/5/2016,97401,Quad,1,43.96,0,23.14,5,,,,,,,,
10/15/2016,97283,Yanaki,9,258.75,0.1,128.79,7,,,,,,,,
11/23/2016,97204,Bellen,1,24.95,0,15.21,3,,,,,,,,
12/1/2016,97440,Yanaki,6,172.5,0.1,89.64,4,,,,,,,,
11/6/2016,97222,Carlota,12,335.4,0.1875,143.4,4,,,,,,,,
11/5/2016,97440,Fun Fly,1,4.95,0,4.62,2,,,,,,,,
11/30/2016,97204,Quad,1,43.96,0,21.62,7,,,,,,,,
